ResponseId,BA.Pre.Question,Ca.Pre.Question,Fa.Pre.Question,Ea.Pre.Question,AA.Question,Da.Question,TiredBlocked,MentallyExhaustingBlocked,DifficultBlocked,BoringBlocked,RememberAnswersBlocked,MemoryAnswersBlocked,HelpingToLearnBlocked,LearnAnswersBlocked,ClassStructureBlocked,FamiliarBlocked,NewBlocked,StudyHabitsBlocked,TiredInterleaved,MentallyExhaustingInterleaved,DifficultInterleaved,BoringInterleaved,RememberAnswersInterleaved,MemoryAnswersInterleaved,HelpingToLearnInterleaved,LearnAnswersInterleaved,ClassStructureInterleaved,FamiliarInterleaved,NewInterleaved,StudyHabitsInterleaved,CompareMentalEffort,CompareRememberAnswers,CompareEffectiveYou,CompareEffectiveAveragePerson,CompareHarderForOthers,CompareYouStudyFuture,CompareEnjoyable,CompareHarder,CompareClassStructure,CompareFamiliar,CompareNewer,CompareMatchHabits,ChooseActivity,Gender,Age,HispanicLatino,Race,NativeLang,Edu,id
R_2S6MRdlLqNIpIvc,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,3,2,3,4,5,5,4,2,4,5,4,1,2,2,4,4,4,3,4,3,2,2,3,5,1,1,2,5,1,1,6,2,2,5,2,Blocked,Female,18-24,No,White,English,Some college,32128
R_3lyTflMDPlVQ00P,Finch,Oriole,Wood Warbler,Sparrow,Finch,Wood Warbler,2,2,3,4,4,4,4,4,5,4,4,5,4,3,3,5,3,3,2,2,2,2,3,2,5,2,1,2,5,1,1,6,3,2,5,2,Blocked,Female,18-24,No,White,English,Some college,32071
R_2WZR63xnzI4wRGL,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,4,3,5,4,4,3,3,4,4,5,4,4,3,3,5,3,3,3,3,2,2,2,3,5,2,2,3,4,2,2,5,2,2,5,3,Blocked,Male,18-24,No,White,English,Some college,32370
R_1HnjP1r9uPUzfmj,Jay / Magpie,Finch,Wood Warbler,Tyrant flycatcher,Jay / Magpie,Sparrow,5,4,3,6,4,4,4,4,1,3,4,2,6,6,2,6,3,3,3,2,1,1,1,2,6,1,1,1,6,1,4,6,1,1,5,1,Blocked,Female,18-24,No,White,English,Some college,32198
R_eQy98BWZJd5BGuZ,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,3,2,3,4,4,4,3,3,3,3,2,3,2,3,4,6,4,4,4,2,4,3,2,4,3,2,2,4,2,3,4,2,3,4,3,Blocked,Male,18-24,No,White,English,Some college,32444
R_3Jlz9u5VIWm5Mvq,Jay / Magpie,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,3,3,5,5,5,5,5,2,5,2,5,1,2,2,6,4,5,5,5,2,5,6,4,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32237
R_9spzXIqXngFLPKF,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,5,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,Blocked,Female,18-24,No,Asian,English and Chinese,College Bachelor's degree,32389
R_3LjzM8FRVTqdtd1,Jay / Magpie,Oriole,Sparrow,Sparrow,Oriole,Sparrow,3,5,2,4,2,5,2,5,4,3,1,4,4,3,5,6,3,5,2,5,4,3,2,5,5,4,2,4,5,4,4,4,5,6,4,5,Blocked,Female,18-24,DTS,American Indian or Alaska Native,Hindi and Gujarati,Some college,32268
R_1pYStCWqG5IbkZr,Jay / Magpie,Finch,Tyrant flycatcher,Sparrow,Jay / Magpie,Tyrant flycatcher,3,2,2,3,5,5,5,5,4,5,5,5,2,2,4,4,2,2,2,2,1,2,3,2,6,1,1,1,6,1,1,6,2,2,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32324
R_yTKqqNNIn0B21mp,Finch,Oriole,Sparrow,Sparrow,Finch,Wood Warbler,3,2,2,4,5,5,4,5,3,4,4,5,4,4,4,4,3,4,3,3,3,2,2,3,6,1,1,1,5,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,Some high school,32186
R_t0dR8Ic9QvZafgR,Jay / Magpie,Oriole,Sparrow,Sparrow,Finch,Sparrow,3,3,4,3,3,3,4,4,3,2,2,3,3,3,5,2,3,3,5,3,4,2,2,3,5,2,2,3,5,2,2,5,4,3,5,3,Blocked,Female,18-24,No,White,English,High school diploma,32218
R_2wSMIXbCc9UDWhh,Oriole,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,3,5,4,2,1,1,1,4,2,1,3,4,2,4,4,3,2,4,3,5,2,1,4,1,6,6,5,2,6,5,1,2,3,4,3,Interleaved,Female,18-24,No,White,English,Some college,32392
R_3n1qcwJulvFGPAj,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,2,1,3,5,5,5,5,4,5,5,5,5,6,6,5,2,2,1,2,2,1,2,2,6,1,1,1,6,1,1,6,3,1,6,2,Blocked,Female,18-24,No,White,English,High school diploma,32448
R_22A1wnqCFxgSveF,Oriole,Finch,Sparrow,Sparrow,Finch,Sparrow,1,2,1,4,4,4,3,3,3,4,5,3,1,2,1,5,1,1,1,1,1,1,2,1,6,1,1,1,6,1,1,6,2,1,5,2,Blocked,Female,18-24,No,White,English,Some college,32313
R_5bPOIBujG40cikN,Oriole,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,2,3,1,4,3,3,5,4,3,3,3,3,2,2,1,4,4,3,5,4,3,3,3,3,6,1,3,1,6,4,5,6,6,1,6,5,Blocked,Female,18-24,No,Black,English,Some college,32089
R_334pucNSOrO7mSd,Oriole,Finch,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,3,3,3,4,5,4,3,3,5,2,5,2,4,5,5,6,5,3,3,4,3,5,3,4,5,5,5,3,1,6,2,5,2,2,6,5,Interleaved,Female,18-24,No,White,English,High school diploma,32240
R_2YrhphMZdHs5prE,Jay / Magpie,Finch,Wood Warbler,Sparrow,Finch,Sparrow,4,5,4,5,4,3,4,5,4,4,5,5,5,5,5,5,2,1,1,2,4,2,4,1,6,1,1,1,6,1,2,6,4,1,5,1,Blocked,Female,18-24,No,Asian,English and Urdu,Some college,32440
R_aeHbDPmMcMfYOzv,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,4,4,1,6,4,4,3,3,1,1,1,1,5,6,1,6,4,5,4,4,1,1,1,1,1,1,1,1,1,1,6,1,3,3,6,1,Blocked,Male,18-24,No,White,English,Some college,31832
R_1NfDQ23DRbjLBhz,Oriole,Oriole,Sparrow,Sparrow,Finch,Sparrow,3,3,3,5,5,5,5,5,4,4,4,3,3,2,3,5,4,4,3,4,2,4,3,3,5,2,2,2,5,2,2,5,4,4,4,2,Blocked,Male,18-24,Yes,White,English,Some college,32350
R_1E5W5HvE7x2GDpc,Oriole,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,2,2,1,5,5,5,5,5,4,4,5,4,2,3,3,4,5,5,4,4,2,4,4,2,5,4,2,1,6,3,2,5,2,2,5,3,Interleaved,Female,18-24,No,White,English,Some college,32112
R_10pgJF7wwH1admS,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,3,2,4,4,4,4,4,4,4,5,4,4,4,6,5,3,2,4,3,2,2,4,3,5,2,1,2,5,1,1,5,2,2,4,3,Blocked,Male,18-24,No,Asian and White,English,High school diploma,32298
R_27e7lD1daOfMysX,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,2,2,2,6,2,1,1,1,3,6,1,5,2,2,5,6,2,2,1,2,3,1,1,1,6,2,1,1,6,1,1,6,2,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32394
R_8Agmr1PO3wWbjBD,Oriole,Oriole,Sparrow,Sparrow,Finch,Sparrow,2,2,2,3,4,4,4,4,4,3,3,3,1,2,3,6,4,2,2,2,2,2,2,3,5,2,2,2,2,5,5,2,2,3,2,5,Interleaved,Female,18-24,Yes,DTS,Spanish,High school diploma,32413
R_eQavAqnoPYMTh6N,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,4,1,5,3,2,3,3,1,2,5,2,2,4,3,2,3,2,2,3,1,1,5,1,6,1,3,1,6,2,6,6,2,3,4,2,Blocked,Female,18-24,Yes,DTS,English and Spanish,Some college,32297
R_2X4mREauzqcgrqX,Finch,Oriole,Tyrant flycatcher,Sparrow,Finch,Sparrow,2,2,3,5,4,4,4,4,6,5,4,4,2,3,4,6,3,3,1,2,4,2,2,1,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,Some college,32449
R_AnCKfWEmJCngAa5,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,3,3,3,2,4,4,4,4,4,4,6,4,3,3,3,5,2,2,3,2,1,2,3,2,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,DTS,White,English,High school diploma,32202
R_3lsErFkYnGTB3VO,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,2,1,1,2,5,5,6,5,4,1,1,4,4,6,6,6,1,1,1,1,5,1,2,2,6,1,1,1,6,1,1,6,5,5,1,3,Blocked,Non-Binary,18-24,No,"Asian, White, and Black",English,High school diploma,32450
R_86sAm12feypMWjv,Oriole,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,5,2,5,3,3,3,3,1,1,1,1,3,3,2,5,4,4,4,4,1,1,1,2,2,5,5,5,2,5,5,2,3,3,4,3,Interleaved,Female,18-24,DTS,White,English,Some college,32294
R_vrgt7kpKYVCsm77,Oriole,Oriole,Tyrant flycatcher,Sparrow,Finch,Sparrow,4,2,1,6,4,4,4,4,2,2,3,2,1,2,1,2,5,5,6,5,2,2,3,4,1,5,6,2,5,6,6,1,2,1,5,5,Interleaved,Female,18-24,No,Asian and White,English,High school diploma,32098
R_2YVCbMPpdTiefKd,Finch,Finch,Wood Warbler,Tyrant flycatcher,Finch,Tyrant flycatcher,3,3,2,4,4,4,5,5,4,4,4,4,5,4,6,6,2,1,2,2,2,3,3,1,5,1,2,2,5,2,2,5,3,2,5,3,Blocked,Female,18-24,DTS,White,English ,High school diploma,32307
R_2AHyNuKDPmV8dBk,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,2,1,1,6,3,3,3,2,4,4,6,2,3,1,1,6,4,4,3,2,4,4,6,2,6,1,1,1,6,1,1,6,5,2,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32452
R_bvbS6GvI1Me8QYV,Finch,Finch,Sparrow,Sparrow,Finch,Sparrow,4,4,2,5,2,2,3,3,2,1,1,2,4,5,3,3,2,2,2,2,3,1,1,2,5,2,2,2,2,2,3,5,3,3,5,3,Blocked,Female,18-24,No,White,English,Some college,32224
R_D6U1dY3Pe0Dw4kp,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,5,2,1,6,4,3,2,2,1,1,2,1,5,3,1,6,3,3,2,1,1,1,1,2,1,2,6,2,4,6,6,1,1,3,6,2,Interleaved,Female,18-24,No,White,English,High school diploma,32308
R_1ONAqgleY2wAFdE,Oriole,Oriole,Sparrow,Sparrow,Finch,Sparrow,4,2,2,4,5,5,5,5,4,5,5,5,5,5,6,6,2,2,1,2,3,2,3,2,6,2,1,2,5,1,1,6,4,3,5,1,Blocked,Female,18-24,No,White,English,High school diploma,32093
R_2v1EkXagW0sMyl2,Oriole,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,3,2,4,5,5,5,4,5,1,1,3,4,4,4,5,4,5,3,4,2,1,1,3,6,6,6,5,6,6,1,6,1,1,6,1,Interleaved,Female,18-24,No,White,English,Some college,31860
R_2ZEzzhsst8xWvrc,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,2,2,5,2,2,2,2,2,4,4,3,2,5,4,6,2,2,2,2,4,2,3,1,5,3,3,3,5,3,2,4,3,3,4,3,Blocked,Female,18-24,No,White,English,High school diploma,32405
R_29uevAMYnFSxSGq,Finch,Oriole,Sparrow,Sparrow,Jay / Magpie,Tyrant flycatcher,1,1,1,5,4,4,4,4,5,4,4,4,1,1,1,5,4,4,4,4,2,1,2,2,5,2,2,2,4,3,3,4,3,2,5,2,Blocked,Female,18-24,No,White,English,Some college,32280
R_3Nxj0ARTSYbNMI6,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,2,2,3,4,3,4,4,3,5,6,3,2,2,2,3,3,3,3,2,4,3,6,2,4,2,2,3,5,2,2,5,3,3,4,3,Blocked,Female,18-24,No,Asian,English,Some college,32138
R_3gXgXjQC4vj5P2O,Oriole,Oriole,Wood Warbler,Sparrow,Finch,Wood Warbler,2,2,2,5,3,3,3,2,4,3,6,2,2,2,3,4,4,4,3,3,2,4,5,3,5,4,4,3,6,4,5,3,2,5,4,4,Interleaved,Female,18-24,No,White,English,Some college,31847
R_2tt08b1VKuVE0iG,Jay / Magpie,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,2,2,1,6,4,4,5,5,2,2,2,4,2,2,1,6,4,4,5,4,2,1,2,4,6,1,1,1,6,1,1,6,2,1,6,1,Blocked,Female,18-24,No,Asian,English,High school diploma,31970
R_1ifyqXnu0L8Zzx6,Oriole,Oriole,Tyrant flycatcher,Sparrow,Finch,Sparrow,2,2,2,4,6,5,6,5,4,5,6,5,2,3,1,5,5,4,4,4,2,5,6,5,6,1,1,2,6,1,1,6,5,2,5,2,Blocked,Female,18-24,No,American Indian or Alaska Native and White,English,Some college,32145
R_3ktgTOqMgmhSE5I,Oriole,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,1,2,2,4,3,4,4,3,4,5,6,5,1,2,2,2,4,4,3,3,3,4,5,5,5,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32252
R_RLhHgZzfq5jtPJn,Jay / Magpie,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Wood Warbler,2,1,2,4,3,3,4,4,2,4,4,4,4,2,4,5,2,2,1,1,1,2,2,3,5,1,1,2,5,1,3,6,2,3,3,3,Blocked,Female,18-24,No,White,English,High school diploma,32222
R_2QtxvhOv04coN2g,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,3,3,3,5,5,5,5,4,6,6,5,4,5,3,3,4,4,4,3,2,1,5,1,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,Asian,Chinese,Some college,31795
R_2V8aL9MqiyEvNj9,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,3,3,3,3,4,4,4,4,3,4,4,4,4,2,4,3,2,3,2,3,3,2,3,1,6,2,2,2,5,2,2,5,3,2,5,2,Blocked,Female,18-24,No,White,English,Some college,32023
R_2YArBq90KLd1z1u,Finch,Oriole,Sparrow,Sparrow,Finch,Wood Warbler,1,1,1,6,4,4,4,4,4,4,4,4,2,1,1,6,5,5,5,4,1,1,2,3,5,5,5,3,6,5,5,5,2,2,5,2,Interleaved,Female,18-24,No,White,English,High school diploma,32125
R_1Ivov9DYWEjBjyD,Finch,Oriole,Tyrant flycatcher,Sparrow,Finch,Sparrow,2,3,2,4,5,5,6,4,6,6,6,6,5,4,4,6,2,1,2,1,3,3,3,1,6,2,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,Some college,32151
R_3x7wnwNa7qmforv,Oriole,Oriole,Sparrow,Sparrow,Finch,Sparrow,1,1,1,4,4,4,5,5,3,4,5,4,1,1,1,5,4,4,3,4,1,2,2,3,6,1,1,2,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32106
R_2xJhNMMfzqj8joi,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,3,2,6,1,2,1,1,1,3,4,2,2,4,3,6,1,1,1,1,3,3,4,3,3,1,1,2,5,3,1,5,3,3,4,1,Blocked,Female,18-24,No,White,English,Some college,31853
R_A56j2l2gtGw6LN7,Finch,Finch,Sparrow,Sparrow,Finch,Tyrant flycatcher,1,1,1,6,4,3,5,4,2,3,3,2,1,1,2,5,4,4,4,4,2,2,3,2,5,5,5,3,5,5,5,2,3,4,3,3,Interleaved,Female,18-24,No,Black,English,High school diploma,32110
R_1F9u8ouTDkYCUTg,Finch,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,2,2,2,4,3,3,3,3,2,3,4,3,2,2,2,5,2,2,3,2,2,2,3,2,4,2,2,3,5,2,1,6,3,3,4,3,Blocked,Female,18-24,No,White,English,Some college,31739
R_1pJQ01jz8NM4dnw,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,2,3,5,4,4,4,4,4,5,5,4,1,1,2,5,3,2,3,2,1,2,3,2,5,1,1,1,6,1,1,6,1,1,6,1,Blocked,Male,18-24,No,White,English and Russian,High school diploma,32439
R_2s6L5Vwpoor3uEF,Oriole,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,4,4,4,5,2,2,1,1,2,1,1,2,4,3,3,5,2,2,1,2,2,1,1,2,1,2,3,3,5,3,3,5,3,3,3,3,Blocked,Female,18-24,No,Asian,English and Chinese,Some college,31829
R_vPNlTIbn7vNd0id,Finch,Finch,Tyrant flycatcher,Tyrant flycatcher,Finch,Wood Warbler,2,2,1,2,4,4,3,4,3,4,3,4,2,2,3,2,3,4,3,3,3,2,2,3,4,2,2,3,5,2,2,4,3,3,4,3,Blocked,Male,18-24,No,White,English,Some college,32296
R_27Hbps9NtMNoEpC,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Tyrant flycatcher,2,1,1,4,5,6,5,4,5,4,6,6,3,2,1,4,5,4,3,3,2,1,3,1,5,2,1,3,4,3,6,4,1,1,5,1,Blocked,Female,18-24,No,White,English,High school diploma,32340
R_3lulvMOAmYU9hbp,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,2,2,3,5,4,4,3,3,3,4,5,4,4,2,4,6,3,3,2,2,3,3,4,2,6,1,1,1,6,1,1,6,1,1,6,1,Blocked,Female,18-24,No,White,English,Some college,32451
R_111pZJGGWsoa6i7,Finch,Finch,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,1,1,1,3,5,5,4,4,6,5,6,5,4,2,3,6,4,5,4,4,2,3,4,3,6,1,1,2,5,1,1,5,2,2,5,1,Blocked,Female,18-24,No,White,English,Some college,32103
R_1CHoabvdFOVKBS0,Jay / Magpie,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,3,3,3,4,4,4,4,5,5,5,5,1,3,5,5,3,2,2,2,1,1,1,2,5,2,1,1,6,1,3,5,2,2,5,1,Blocked,Female,18-24,No,White,English,Some college,32109
R_3n0FUvN16liHX9u,Finch,Oriole,Wood Warbler,Sparrow,Finch,Sparrow,3,3,2,5,3,2,2,1,5,4,5,3,5,5,2,6,3,1,3,3,5,4,4,1,6,1,1,2,5,1,1,6,3,3,4,1,Blocked,Female,18-24,No,White,English,High school diploma,32388
R_sU0qRR0je6h9iWl,Jay / Magpie,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,3,3,2,4,5,5,5,4,2,3,5,4,4,5,2,5,4,4,2,4,1,2,3,2,5,2,2,2,5,2,6,4,4,3,4,3,Blocked,Female,18-24,No,Asian,English and Hindi,High school diploma,32069
R_TuW9QusRNDYv76V,Finch,Finch,Wood Warbler,Sparrow,Finch,Sparrow,4,4,1,5,4,4,3,3,2,2,2,2,4,4,1,5,4,4,3,4,1,2,2,3,5,2,2,2,5,2,2,5,3,3,5,3,Blocked,Female,18-24,No,White,English,High school diploma,32442
R_2cwJo8rEo0D8z6M,Jay / Magpie,Oriole,Tyrant flycatcher,Sparrow,Finch,Sparrow,4,4,3,4,3,3,2,2,3,3,5,3,3,4,3,4,3,3,3,2,3,2,4,3,5,4,3,2,4,3,3,3,2,2,4,3,Blocked,Female,18-24,No,White,English,High school diploma,32105
R_2Pby3L9jiuRkUyi,Finch,Finch,Wood Warbler,Tyrant flycatcher,Jay / Magpie,Wood Warbler,3,2,2,2,5,5,6,5,4,4,4,4,4,5,6,3,2,3,1,4,2,1,1,3,6,1,2,2,6,1,1,6,3,3,4,3,Blocked,Female,18-24,No,Asian,English and Urdu,High school diploma,32111
R_22E1sXAeklyehI9,Jay / Magpie,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,6,5,3,6,4,4,4,3,1,1,1,2,4,2,2,5,4,4,5,4,1,1,1,2,6,5,6,4,1,5,5,1,4,2,5,2,Interleaved,Female,18-24,No,Asian,English and Korean,High school diploma,32434
R_24GJZAc3AmzwOY8,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Wood Warbler,2,2,2,2,5,4,5,5,4,2,2,4,5,5,2,5,6,4,3,4,4,2,1,1,6,6,6,6,6,5,1,6,1,2,5,3,Interleaved,Female,18-24,No,Asian,English and Hindi,Some college,31997
R_OMV6UbcB621qARb,Jay / Magpie,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,3,2,2,6,2,3,2,3,2,2,5,2,3,1,2,5,4,3,3,3,3,4,5,2,5,1,2,3,5,1,3,4,4,2,4,1,Blocked,Female,18-24,No,Asian,English and Korean,Some college,31762
R_1kIbxUk0KZA77T2,Oriole,Finch,Sparrow,Tyrant flycatcher,Finch,Sparrow,1,1,1,2,2,2,3,2,1,2,2,4,1,1,1,3,4,3,2,2,1,4,4,4,6,1,1,1,6,1,3,6,5,1,6,1,Blocked,Female,18-24,No,White,English,High school diploma,32169
R_3g1R8BT3U8vnYjL,Finch,Oriole,Tyrant flycatcher,Tyrant flycatcher,Finch,Sparrow,4,3,3,5,3,3,3,2,4,4,5,4,4,3,3,5,2,2,2,3,2,5,5,3,5,1,4,3,4,4,2,5,1,1,5,2,Interleaved,Female,18-24,No,White,English,High school diploma,32277
R_239PTNoMSejkJY6,Finch,Oriole,Sparrow,Sparrow,Finch,Wood Warbler,2,2,1,3,5,4,5,5,6,6,6,6,4,6,5,6,2,1,1,3,3,1,2,1,6,1,1,1,6,1,1,6,1,1,5,1,Blocked,Female,18-24,No,Asian,English,High school diploma,31824
R_3M6blswLo81YY4z,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Sparrow,4,2,2,5,2,2,2,2,5,6,6,3,4,2,1,5,4,2,3,2,6,6,6,3,6,6,6,6,6,6,6,6,2,3,4,3,Interleaved,Female,18-24,No,White,English,Some college,32443
R_24raFfDikKOGKAy,Finch,Oriole,Sparrow,Tyrant flycatcher,Finch,Wood Warbler,1,1,1,5,3,3,2,3,2,1,3,3,3,3,2,4,3,4,5,4,2,1,2,3,5,5,5,2,5,5,2,5,2,2,5,5,Interleaved,Female,18-24,No,White,English,High school diploma,32455
R_1rNusBuCk3XjGVh,Finch,Oriole,Sparrow,Sparrow,Oriole,Wood Warbler,3,2,3,3,4,3,4,4,4,4,5,5,4,4,3,3,2,2,2,2,2,2,2,3,5,2,2,2,5,2,2,5,2,3,4,3,Blocked,Female,18-24,No,White,English,Some college,32050
R_2pQBwckjANBiKHu,Finch,Oriole,Sparrow,Sparrow,Finch,Sparrow,2,3,1,3,3,2,2,3,2,2,3,2,2,3,2,4,3,3,3,3,2,3,2,2,2,2,2,2,5,2,5,2,4,3,5,2,Blocked,Female,18-24,No,White,English,Some college,31899
R_1IAe70mCQ4xob01,Finch,Oriole,Wood Warbler,Tyrant flycatcher,Finch,Sparrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
